image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees
20160328_151808_1921_721,18,3,8,941,937,1033.93,0.002902,0.017409,7.14,28.0,4.1007,9448,5.47
20160328_151808_1_361,1,0,1,185,184,208.85,0.0,0.004788,18.78,43.59,2.4427,5628,3.38
20160328_151808_1_721,7,4,3,612,613,702.88,0.005691,0.009959,19.11,60.0,7.9744,18373,15.24
20160328_151808_641_721,13,11,3,976,989,1121.96,0.009804,0.011587,14.07,55.18,7.6979,17736,176.3
20160328_151814_1281_361,1,0,1,243,242,269.34,0.0,0.003713,18.39,52.0,2.7448,6324,82.51
20160328_151814_1281_721,3,2,1,626,628,676.88,0.002955,0.004432,22.56,60.0,10.3963,23953,174.36
20160328_151814_1921_361,5,4,1,843,847,936.47,0.004271,0.005339,30.06,93.88,17.5082,40339,171.87
20160328_151814_1_361,3,1,1,643,644,699.09,0.00143,0.004291,25.25,80.33,12.4987,28797,11.58
20160328_151814_1_721,1,0,1,113,112,116.56,0.0,0.00858,15.79,42.0,0.661,1523,4.43
20160328_151814_641_361,2,0,1,169,168,179.6,0.0,0.011136,27.79,68.76,1.8615,4289,2.73
20160328_151814_641_721,4,2,1,678,679,742.37,0.002694,0.005388,31.33,84.69,15.6545,36068,9.1
20160328_151945_1281_361,2,0,2,943,941,997.75,0.0,0.002005,10.69,42.0,6.7405,15530,162.87
20160328_151945_1281_721,1,0,1,417,416,453.69,0.0,0.002204,8.51,26.0,2.329,5366,9.67
20160328_151945_1921_361,2,0,1,634,633,685.19,0.0,0.002919,10.42,29.16,5.2344,12060,9.22
20160328_151945_1921_721,2,0,1,614,613,658.56,0.0,0.003037,8.54,28.0,3.638,8382,177.91
20160328_151945_1_361,7,2,3,666,666,730.62,0.002737,0.009581,15.75,62.0,6.2135,14316,177.75
20160328_151945_1_721,1,2,3,410,410,442.72,0.004517,0.002259,13.48,49.94,2.7452,6325,2.8
20160328_151945_641_361,8,1,5,689,685,750.86,0.001332,0.010654,35.79,106.0,8.2995,19122,174.59
20160328_151945_641_721,1,1,1,351,351,369.23,0.002708,0.002708,28.3,86.0,4.6562,10728,1.8
20160328_152308_1281_361,1,0,1,630,629,670.42,0.0,0.001492,12.87,34.0,6.2522,14405,174.28
20160328_152308_1921_361,2,2,1,820,823,949.34,0.002107,0.002107,20.33,77.93,9.576,22063,28.11
20160328_152308_1921_721,2,0,2,546,544,621.87,0.0,0.003216,22.91,97.48,8.1254,18721,165.03
20160328_152308_1_361,4,2,1,888,891,996.21,0.002008,0.004015,20.02,77.49,11.0343,25423,164.04
20160328_152308_1_721,0,0,1,210,209,215.63,0.0,0.0,15.96,36.0,1.2943,2982,0.84
20160328_152308_641_361,9,5,3,923,927,1039.25,0.004811,0.00866,16.94,52.0,11.2951,26024,175.85
20160328_152322_1281_361,2,1,1,418,419,459.59,0.002176,0.004352,9.38,27.58,2.8307,6522,4.89
20160328_152322_1281_721,2,0,1,271,270,296.51,0.0,0.006745,9.13,28.0,1.8008,4149,12.06
20160328_152322_1921_721,0,0,1,662,661,709.05,0.0,0.0,11.01,30.0,5.5616,12814,4.72
20160328_152322_1_361,8,2,5,582,580,646.27,0.003095,0.012379,12.39,46.39,3.6072,8311,159.07
20160328_152322_1_721,3,2,1,424,425,459.79,0.00435,0.006525,21.0,72.0,4.5664,10521,2.78
20160328_152322_641_361,5,1,2,681,679,745.27,0.001342,0.006709,10.74,28.78,5.635,12983,3.75
20160328_152328_1281_361,6,5,1,930,936,1055.29,0.004738,0.005686,22.8,76.33,14.6649,33788,179.58
20160328_152328_1921_1,3,2,1,252,252,277.27,0.007213,0.01082,16.7,42.79,3.2418,7469,170.92
20160328_152328_1921_361,5,3,2,657,661,745.09,0.004026,0.006711,13.68,42.76,6.2765,14461,145.53
20160328_152328_1_361,6,4,2,576,578,642.2,0.006229,0.009343,15.87,54.0,4.7001,10829,178.62
20160328_152328_1_721,1,0,2,499,497,541.32,0.0,0.001847,18.38,53.93,6.2756,14459,7.19
20160328_152328_641_361,0,0,1,245,244,276.72,0.0,0.0,11.82,32.39,2.1111,4864,161.72
20160328_152328_641_721,3,2,1,485,487,536.29,0.003729,0.005594,16.85,42.0,6.4987,14973,172.11
20160328_152336_1281_361,8,5,3,753,761,867.45,0.005764,0.009222,39.43,126.0,18.8299,43384,2.72
20160328_152336_1281_721,2,3,2,686,684,761.87,0.003938,0.002625,32.54,120.63,11.8598,27325,169.23
20160328_152336_1921_361,9,9,1,1151,1163,1332.0,0.006757,0.006757,35.53,112.27,24.6966,56901,0.96
20160328_152336_1921_721,1,0,1,109,108,112.14,0.0,0.008917,17.26,36.0,0.7925,1826,178.83
20160328_152336_1_361,3,0,2,655,653,718.03,0.0,0.004178,56.05,164.0,22.5812,52027,169.67
20160328_152336_1_721,1,0,1,352,351,367.98,0.0,0.002718,45.91,124.0,6.6072,15223,176.11
20160328_152336_641_361,4,3,1,710,713,790.87,0.003793,0.005058,38.07,84.0,21.5217,49586,1.55
20160328_152336_641_721,3,1,1,257,257,291.79,0.003427,0.010281,17.01,54.0,3.1923,7355,3.83
20160328_152514_1281_361,3,1,2,470,470,523.85,0.001909,0.005727,10.39,30.39,2.7925,6434,176.87
20160328_152514_1281_721,0,0,1,425,424,440.15,0.0,0.0,10.22,25.18,2.3806,5485,3.48
20160328_152514_1921_361,1,0,3,245,242,267.68,0.0,0.003736,11.26,29.18,1.26,2903,5.07
20160328_152514_1921_721,1,0,1,567,566,609.49,0.0,0.001641,19.65,74.76,7.7678,17897,1.33
20160328_152514_1_721,4,1,2,742,741,866.92,0.001154,0.004614,13.62,49.58,7.401,17052,150.27
20160328_152514_641_361,6,3,2,628,628,708.36,0.004235,0.00847,9.62,26.0,4.6979,10824,175.31
20160328_152514_641_721,4,1,2,168,167,196.41,0.005091,0.020366,8.66,23.58,1.227,2827,0.15
20160328_153020_1281_721,3,2,1,682,683,757.56,0.00264,0.00396,15.42,49.54,8.1888,18867,0.1
20160328_153020_1921_361,3,1,1,280,280,312.31,0.003202,0.009606,13.73,35.15,3.0026,6918,165.91
20160328_153020_1921_721,1,0,1,410,409,459.53,0.0,0.002176,15.66,41.96,5.1766,11927,165.32
20160328_153020_1_721,7,4,1,679,686,741.09,0.005397,0.009446,16.38,46.76,8.6306,19885,175.31
20160328_153020_641_721,3,2,1,690,690,755.45,0.002647,0.003971,15.06,46.0,8.0386,18521,173.56
20160328_153241_1281_361,1,0,1,331,330,338.28,0.0,0.002956,15.73,45.54,1.576,3631,2.03
20160328_153241_1281_721,4,2,1,684,685,730.15,0.002739,0.005478,37.9,119.84,14.8416,34195,3.11
20160328_153241_1921_721,4,2,1,673,674,740.27,0.002702,0.005403,32.65,76.0,18.9679,43702,7.31
20160328_153241_1_1081,1,0,1,168,167,188.12,0.0,0.005316,32.27,93.09,2.6385,6079,159.78
20160328_153241_1_721,11,7,2,1011,1017,1163.63,0.006016,0.009453,26.46,74.69,16.3641,37703,154.89
20160328_153241_641_361,2,1,1,496,497,519.78,0.001924,0.003848,47.27,130.0,8.7378,20132,1.73
20160328_153241_641_721,7,6,1,1065,1071,1167.1,0.005141,0.005998,27.12,107.12,12.4965,28792,170.4
20160328_153327_1281_361,5,3,1,675,678,738.06,0.004065,0.006775,20.5,57.58,11.1359,25657,6.33
20160328_153327_1921_361,0,0,1,415,414,449.21,0.0,0.0,20.78,62.0,4.6528,10720,12.55
20160328_153327_1921_721,1,0,1,393,392,413.95,0.0,0.002416,15.07,36.0,3.0968,7135,6.86
20160328_153327_1_721,2,1,1,651,651,735.91,0.001359,0.002718,12.67,39.54,5.9688,13752,167.91
20160328_153327_641_361,4,3,1,567,569,643.97,0.004659,0.006211,19.43,76.0,7.1354,16440,160.89
20160328_153327_641_721,0,0,1,314,313,355.66,0.0,0.0,16.88,46.35,3.2986,7600,157.95
20160328_153357_1281_1,2,0,1,361,360,376.15,0.0,0.005317,19.81,71.16,3.7431,8624,0.39
20160328_153357_1281_361,2,0,3,707,704,776.49,0.0,0.002576,14.41,41.54,6.3854,14712,23.04
20160328_153357_1281_721,1,0,1,708,707,806.83,0.0,0.001239,19.78,52.76,11.4006,26267,160.48
20160328_153357_1921_361,6,5,1,1068,1071,1235.03,0.004048,0.004858,30.88,104.0,23.5968,54367,2.99
20160328_153357_1921_721,0,0,1,101,100,112.01,0.0,0.0,27.49,81.54,0.8181,1885,129.96
20160328_153357_1_1081,8,4,2,814,816,890.56,0.004492,0.008983,22.2,80.0,8.9653,20656,174.04
20160328_153357_1_721,3,1,3,408,407,426.88,0.002343,0.007028,26.21,80.0,3.0213,6961,177.88
20160328_153357_641_1,1,0,1,636,635,708.73,0.0,0.001411,14.2,40.0,7.7001,17741,13.24
20160328_153357_641_1081,3,2,1,339,341,358.81,0.005574,0.008361,27.84,76.79,2.9418,6778,4.57
20160328_153357_641_721,2,0,1,671,670,721.36,0.0,0.002773,21.26,68.0,8.7982,20271,174.53
20160328_153404_1281_361,7,5,1,986,992,1111.71,0.004498,0.006297,41.47,128.24,23.5039,54153,168.98
20160328_153404_1281_721,0,0,1,220,219,239.71,0.0,0.0,40.96,111.51,3.4544,7959,174.37
20160328_153404_1921_361,2,0,1,646,645,697.61,0.0,0.002867,35.18,94.0,19.4614,44839,176.27
20160328_153404_1_721,1,0,1,678,677,766.47,0.0,0.001305,30.71,78.0,17.4128,40119,167.07
20160328_153404_641_361,0,0,2,284,282,303.12,0.0,0.0,37.37,126.0,2.3767,5476,168.59
20160328_153404_641_721,5,5,1,874,879,978.83,0.005108,0.005108,31.51,116.0,17.0282,39233,165.24
20160328_153421_1281_1,1,1,1,432,433,515.84,0.001939,0.001939,54.79,145.56,14.5977,33633,27.2
20160328_153421_1281_1081,1,0,1,230,229,254.68,0.0,0.003926,13.32,33.99,2.0256,4667,78.36
20160328_153421_1281_361,7,4,2,790,794,938.97,0.00426,0.007455,43.75,132.0,21.8572,50359,38.21
20160328_153421_1281_721,7,5,1,1027,1031,1179.29,0.00424,0.005936,26.94,78.0,19.352,44587,3.69
20160328_153421_1921_361,3,2,1,797,798,900.31,0.002221,0.003332,45.03,130.63,25.9457,59779,173.76
20160328_153421_1_721,2,1,1,701,701,783.43,0.001276,0.002553,12.19,38.38,6.7205,15484,11.38
20160328_153421_641_1,2,1,1,422,422,501.53,0.001994,0.003988,42.62,114.79,12.3168,28378,45.98
20160328_153421_641_721,3,1,1,732,732,838.04,0.001193,0.00358,20.52,86.0,10.671,24586,167.66
20160328_153524_1281_361,5,3,1,738,737,827.71,0.003624,0.006041,33.67,102.79,19.1202,44053,3.03
20160328_153524_1921_361,2,1,1,508,509,566.58,0.001765,0.00353,29.03,99.59,7.1319,16432,6.47
20160328_153524_1921_721,3,2,1,711,713,781.76,0.002558,0.003837,44.59,155.91,15.2999,35251,10.78
20160328_153524_1_721,4,2,1,722,722,830.94,0.002407,0.004814,21.67,66.77,12.6623,29174,168.24
20160328_153524_641_361,7,4,2,724,729,812.67,0.004922,0.008614,18.38,54.0,9.7635,22495,169.85
20160328_153524_641_721,1,0,1,240,239,278.35,0.0,0.003593,17.81,46.35,3.3928,7817,156.44
20160328_153533_1281_1,8,5,2,827,832,961.65,0.005199,0.008319,13.58,52.0,6.9236,15952,30.06
20160328_153533_1281_1081,14,15,2,1370,1386,1572.81,0.009537,0.008901,11.47,50.33,9.4779,21837,142.51
20160328_153533_1281_361,8,7,1,777,784,916.13,0.007641,0.008732,10.63,42.39,5.5629,12817,110.18
20160328_153533_1281_721,11,4,5,703,706,788.43,0.005073,0.013952,9.82,36.0,4.2118,9704,35.27
20160328_153533_1921_1,3,1,1,379,379,427.46,0.002339,0.007018,13.51,38.0,3.9826,9176,76.36
20160328_153533_1921_1081,18,10,6,1270,1280,1435.33,0.006967,0.012541,13.76,52.39,9.6931,22333,29.48
20160328_153533_1921_361,2,0,1,373,372,405.97,0.0,0.004927,11.38,32.76,3.2274,7436,81.24
20160328_153533_1921_721,3,2,1,378,380,407.34,0.00491,0.007365,18.82,48.0,5.6137,12934,92.05
20160328_153533_1_1081,12,9,4,1041,1048,1172.68,0.007675,0.010233,17.49,74.79,9.9783,22990,167.25
20160328_153533_1_361,10,1,5,269,265,299.79,0.003336,0.033356,7.82,20.0,1.3177,3036,95.96
20160328_153533_1_721,2,1,1,376,376,429.43,0.002329,0.004657,10.43,35.19,2.8628,6596,105.42
20160328_153533_641_1,5,4,2,927,933,1024.54,0.003904,0.00488,12.93,42.0,8.4961,19575,178.19
20160328_153533_641_1081,5,0,3,638,635,726.13,0.0,0.006886,11.05,31.58,5.2674,12136,4.93
20160328_153536_1281_1,5,0,3,368,365,444.53,0.0,0.011248,7.67,21.58,2.0777,4787,147.51
20160328_153536_1281_1081,1,0,1,177,176,192.57,0.0,0.005193,18.15,49.54,1.6285,3752,92.45
20160328_153536_1281_361,5,2,2,377,378,423.56,0.004722,0.011805,7.64,25.59,1.648,3797,11.71
20160328_153536_1281_721,5,7,1,950,960,1120.71,0.006246,0.004461,23.24,84.78,14.2279,32781,147.54
20160328_153536_1921_1,4,3,1,448,451,515.2,0.005823,0.007764,20.98,67.15,7.1667,16512,100.09
20160328_153536_1921_1081,3,3,1,403,407,446.35,0.006721,0.006721,15.46,51.94,4.4201,10184,100.7
20160328_153536_1921_361,9,9,1,1128,1141,1267.75,0.007099,0.007099,17.02,77.54,10.6515,24541,171.79
20160328_153536_1921_721,9,6,5,599,602,668.69,0.008973,0.013459,11.05,37.99,4.0,9216,57.88
20160328_153536_1_1081,2,0,2,128,126,134.28,0.0,0.014894,11.25,35.97,0.533,1228,91.0
20160328_153536_1_361,3,6,1,506,517,622.21,0.009643,0.004822,15.69,54.73,5.6944,13120,54.35
20160328_153536_1_721,2,0,1,115,114,140.1,0.0,0.014276,11.71,38.0,0.8919,2055,37.33
20160328_153536_641_1,1,0,1,172,171,202.48,0.0,0.004939,9.75,31.96,1.1892,2740,152.37
20160328_153536_641_1081,9,4,5,1206,1204,1331.99,0.003003,0.006757,15.06,81.11,8.0525,18553,10.1
20160328_153536_641_361,0,0,1,426,425,518.2,0.0,0.0,13.28,39.15,4.7791,11011,123.11
20160328_153536_641_721,8,5,3,1075,1077,1236.06,0.004045,0.006472,15.68,70.0,10.1619,23413,176.48
20160328_153540_1281_1081,0,0,1,80,79,90.6,0.0,0.0,14.46,36.4,0.6115,1409,49.32
20160328_153540_1281_361,5,3,1,503,507,551.74,0.005437,0.009062,23.95,75.99,6.6745,15378,172.82
20160328_153540_1281_721,4,2,2,779,780,885.21,0.002259,0.004519,13.24,46.0,6.4327,14821,30.45
20160328_153540_1921_1,2,0,1,132,131,143.43,0.0,0.013944,24.87,58.0,1.5373,3542,170.78
20160328_153540_1921_1081,9,1,6,505,500,575.8,0.001737,0.01563,12.39,46.0,4.0977,9441,175.65
20160328_153540_1921_361,4,4,1,808,812,934.61,0.00428,0.00428,21.53,65.99,12.513,28830,155.36
20160328_153540_1_361,4,4,1,702,707,798.13,0.005012,0.005012,16.76,58.33,7.7365,17825,173.16
20160328_153540_1_721,3,2,1,211,212,237.68,0.008415,0.012622,12.28,37.15,1.5412,3551,32.01
20160328_153540_641_361,5,4,1,669,674,741.1,0.005397,0.006747,15.63,49.97,7.7031,17748,4.69
20160328_153540_641_721,5,0,5,259,254,287.97,0.0,0.017363,8.24,25.2,1.3403,3088,177.0
20160328_153544_1281_1,0,0,1,140,139,158.47,0.0,0.0,17.0,50.76,1.4887,3430,64.16
20160328_153544_1281_361,10,3,5,547,548,618.42,0.004851,0.01617,20.02,69.91,5.6914,13113,85.42
20160328_153544_1281_721,9,7,2,1094,1102,1234.13,0.005672,0.007293,17.27,58.0,11.5022,26501,7.62
20160328_153544_1921_721,6,5,1,770,772,868.93,0.005754,0.006905,24.26,70.3,14.3563,33077,3.56
20160328_153544_1_1081,3,2,1,612,611,715.38,0.002796,0.004194,8.21,30.0,3.6328,8370,149.77
20160328_153544_1_721,12,7,3,842,868,967.83,0.007233,0.012399,12.52,48.76,6.5859,15174,1.34
20160328_153544_641_1,2,1,1,340,340,404.2,0.002474,0.004948,14.84,43.55,4.0955,9436,54.22
20160328_153544_641_721,9,5,4,847,850,950.65,0.00526,0.009467,24.16,76.0,13.6328,31410,166.26
20160328_153553_1281_361,6,2,2,432,432,488.33,0.004096,0.012287,27.02,81.89,7.6016,17514,179.98
20160328_153553_1281_721,3,3,1,554,554,616.96,0.004863,0.004863,20.56,54.39,6.9405,15991,2.06
20160328_153553_1921_361,2,1,1,620,621,695.97,0.001437,0.002874,21.29,85.91,9.921,22858,3.98
20160328_153553_1921_721,1,0,1,201,200,224.02,0.0,0.004464,20.61,59.94,2.1267,4900,24.0
20160328_153553_1_721,4,2,1,691,693,772.11,0.00259,0.005181,20.48,50.0,11.9214,27467,178.16
20160328_153553_641_1081,2,0,1,363,362,414.61,0.0,0.004824,11.69,31.18,3.6011,8297,105.94
20160328_153553_641_361,2,1,2,361,360,393.55,0.002541,0.005082,18.81,64.0,2.6007,5992,178.41
20160328_153553_641_721,7,6,1,1004,1009,1126.22,0.005328,0.006215,29.26,132.39,13.5812,31291,4.76
20160328_153556_1281_1,4,3,1,456,459,512.85,0.00585,0.0078,28.2,70.0,9.3247,21484,97.65
20160328_153556_1281_1081,3,1,1,394,393,450.58,0.002219,0.006658,28.33,84.36,8.9978,20731,98.91
20160328_153556_1281_361,3,1,1,771,771,845.97,0.001182,0.003546,26.75,72.0,13.6623,31478,144.33
20160328_153556_1281_721,0,1,1,625,625,682.58,0.001465,0.0,31.71,127.59,9.8681,22736,92.44
20160328_153556_1_361,4,1,2,627,626,671.98,0.001488,0.005953,22.05,78.4,7.2131,16619,0.54
20160328_153556_1_721,1,0,2,421,419,446.34,0.0,0.00224,14.36,43.55,2.4171,5569,2.26
20160328_153556_641_361,7,5,1,718,721,803.84,0.00622,0.008708,15.61,66.0,8.2656,19044,179.76
20160328_153559_1281_361,2,0,2,432,430,479.29,0.0,0.004173,15.97,78.69,4.316,9944,3.77
20160328_153559_1281_721,3,2,1,717,718,834.81,0.002396,0.003594,35.93,127.42,19.8303,45689,174.64
20160328_153559_1921_361,4,2,1,666,668,719.78,0.002779,0.005557,33.83,108.25,10.9453,25218,1.43
20160328_153559_1921_721,3,2,2,604,602,655.85,0.003049,0.004574,36.09,123.84,7.2921,16801,0.52
20160328_153559_1_361,6,4,1,734,737,839.72,0.004763,0.007145,24.43,72.73,14.2396,32808,177.23
20160328_153559_641_361,4,3,1,826,829,941.67,0.003186,0.004248,28.74,108.79,15.6202,35989,9.82
20160328_153559_641_721,0,0,1,143,142,156.5,0.0,0.0,24.49,62.0,1.572,3622,8.96
20160328_153612_1281_1,17,12,7,597,608,717.35,0.016728,0.023698,13.95,56.0,4.0916,9427,34.38
20160328_153612_1281_1081,12,8,2,948,954,1066.67,0.0075,0.01125,12.64,45.58,7.1176,16399,1.9
20160328_153612_1281_361,15,14,1,981,1003,1139.28,0.012289,0.013166,11.87,40.79,7.2079,16607,7.17
20160328_153612_1281_721,9,3,3,373,374,445.24,0.006738,0.020214,15.71,63.15,3.1684,7300,61.73
20160328_153612_1921_1081,8,4,4,494,496,603.7,0.006626,0.013252,14.21,51.13,4.8776,11238,49.34
20160328_153612_1921_361,8,6,2,565,572,671.41,0.008936,0.011915,9.87,29.16,3.8121,8783,34.39
20160328_153612_1921_721,7,4,2,243,248,274.51,0.014571,0.0255,17.1,52.34,1.7938,4133,96.72
20160328_153612_641_1,9,5,2,764,771,894.85,0.005588,0.010058,26.57,87.58,13.0104,29976,125.32
20160328_153612_641_1081,12,13,2,1033,1045,1188.73,0.010936,0.010095,16.97,56.0,9.3056,21440,152.63
20160328_153612_641_361,9,8,1,727,734,829.68,0.009642,0.010848,17.08,56.0,7.5534,17403,101.83
20160328_153612_641_721,3,2,1,441,442,509.52,0.003925,0.005888,36.8,104.3,10.8737,25053,107.53
20160328_153616_1281_1081,13,11,2,788,804,953.95,0.011531,0.013628,12.4,45.58,5.9115,13620,141.28
20160328_153616_1281_361,23,10,9,1131,1135,1283.7,0.00779,0.017917,16.33,59.58,10.625,24480,2.33
20160328_153616_1281_721,7,4,3,417,420,475.92,0.008405,0.014708,7.78,22.4,2.23,5138,92.67
20160328_153616_1921_1081,20,5,9,568,567,645.29,0.007748,0.030994,8.2,30.0,2.5373,5846,70.2
20160328_153616_1921_361,19,23,1,1313,1359,1562.38,0.014721,0.012161,19.4,83.91,13.3043,30653,16.82
20160328_153616_1921_721,20,10,6,761,771,893.19,0.011196,0.022392,9.13,38.0,4.0126,9245,121.76
20160328_153616_1_361,23,22,3,1935,1961,2246.81,0.009792,0.010237,11.13,42.0,13.5764,31280,163.22
20160328_153616_1_721,10,11,6,644,666,762.93,0.014418,0.013107,10.45,44.0,3.2865,7572,7.09
20160328_153616_641_1081,22,13,7,1218,1240,1437.99,0.00904,0.015299,8.1,32.36,6.6128,15236,12.1
20160328_153616_641_361,17,15,5,1215,1244,1410.51,0.010634,0.012052,20.59,89.08,13.6003,31335,4.72
20160328_153616_641_721,17,12,6,719,734,829.27,0.014471,0.0205,11.32,40.36,4.7322,10903,164.22
20160328_153623_1281_361,21,15,3,1038,1059,1205.63,0.012442,0.017418,20.57,75.91,12.0547,27774,10.12
20160328_153623_1281_721,5,4,1,222,228,264.87,0.015102,0.018878,14.27,50.4,1.8767,4324,12.19
20160328_153623_1921_361,12,6,4,291,296,340.74,0.017609,0.035218,22.19,76.79,2.5334,5837,8.01
20160328_153623_1921_721,33,32,2,1389,1451,1661.01,0.019265,0.019867,21.87,75.9,15.2431,35120,8.91
20160328_153623_1_361,10,12,2,669,694,826.55,0.014518,0.012099,22.7,79.94,8.8303,20345,169.69
20160328_153623_1_721,6,3,3,406,407,465.4,0.006446,0.012892,14.47,44.0,3.8767,8932,1.54
20160328_153623_641_361,23,25,1,1122,1161,1326.69,0.018844,0.017336,19.38,64.36,12.273,28277,177.54
20160328_153632_1281_361,10,8,5,593,599,664.03,0.012048,0.01506,22.51,82.75,4.4479,10248,2.29
20160328_153632_1281_721,15,9,6,937,942,1049.28,0.008577,0.014295,27.23,112.73,11.2821,25994,5.44
20160328_153632_1921_721,21,24,2,1452,1484,1719.27,0.013959,0.012214,21.67,74.39,17.5851,40516,14.86
20160328_153632_1_721,17,34,2,1382,1449,1671.43,0.020342,0.010171,21.07,72.0,15.2205,35068,171.7
20160328_153632_641_1,15,12,2,551,577,656.94,0.018266,0.022833,11.51,42.34,3.5898,8271,74.32
20160328_153632_641_361,23,24,1,1292,1335,1518.91,0.015801,0.015142,24.52,111.91,14.8628,34244,21.97
20160328_153632_641_721,9,10,3,654,671,770.83,0.012973,0.011676,29.78,106.0,7.4505,17166,176.21
20160328_153645_1281_361,7,7,1,958,965,1095.48,0.00639,0.00639,30.39,100.27,19.694,45375,5.45
20160328_153645_1281_721,5,1,4,165,162,189.34,0.005282,0.026408,27.19,72.71,3.2396,7464,126.03
20160328_153645_1921_361,5,2,2,373,374,427.85,0.004675,0.011686,19.87,66.0,4.6076,10616,5.43
20160328_153645_1921_721,10,10,3,1164,1173,1362.3,0.007341,0.007341,26.6,93.09,19.3763,44643,169.41
20160328_153645_1_361,8,7,1,805,814,918.38,0.007622,0.008711,36.04,130.65,17.5946,40538,1.22
20160328_153645_1_721,1,0,2,386,384,419.62,0.0,0.002383,25.4,74.33,4.997,11513,170.41
20160328_153645_641_361,7,6,1,799,804,910.45,0.00659,0.007688,36.88,123.5,19.526,44988,6.13
20160328_153645_641_721,1,1,1,186,187,198.6,0.005035,0.005035,15.01,41.54,1.0061,2318,179.31
20160328_153654_1281_1,24,4,12,513,505,589.5,0.006785,0.040712,8.74,28.0,2.7661,6373,126.81
20160328_153654_1281_361,3,4,1,341,348,393.15,0.010174,0.007631,15.48,41.15,3.049,7025,171.44
20160328_153654_1281_721,15,14,2,840,855,977.19,0.014327,0.01535,15.08,70.3,7.5677,17436,8.5
20160328_153654_1921_1081,4,2,3,299,298,343.98,0.005814,0.011629,9.31,25.97,1.7626,4061,14.68
20160328_153654_1_361,13,15,2,959,994,1168.8,0.012834,0.011123,14.97,53.2,9.9362,22893,163.49
20160328_153654_1_721,9,7,1,326,338,379.84,0.018429,0.023694,8.3,28.78,1.6554,3814,176.25
20160328_153654_641_361,9,12,1,820,832,938.04,0.012793,0.009594,18.94,67.54,9.7439,22450,1.42
20160328_153654_641_721,13,10,1,803,821,917.51,0.010899,0.014169,13.02,44.0,7.2556,16717,179.11
20160328_153657_1281_1,19,14,4,1118,1133,1300.34,0.010766,0.014612,11.97,47.15,8.4844,19548,168.49
20160328_153657_1281_361,14,4,9,462,462,529.93,0.007548,0.026419,10.04,34.76,2.4518,5649,100.56
20160328_153657_1281_721,19,27,5,1594,1663,1916.08,0.014091,0.009916,17.44,62.72,14.1606,32626,173.96
20160328_153657_1921_1,6,6,2,268,271,312.01,0.01923,0.01923,8.54,27.18,1.3008,2997,109.53
20160328_153657_1921_1081,10,7,1,523,533,587.26,0.01192,0.017028,13.11,41.18,4.7279,10893,7.15
20160328_153657_1921_361,11,7,2,447,452,520.76,0.013442,0.021123,21.69,67.59,5.2018,11985,164.89
20160328_153657_1921_721,7,6,1,587,595,681.16,0.008809,0.010277,17.6,61.12,6.8802,15852,165.24
20160328_153657_1_1,17,32,1,1353,1422,1644.02,0.019465,0.010341,15.79,57.55,11.3077,26053,178.82
20160328_153657_1_1081,36,8,18,854,845,948.55,0.008434,0.037953,10.5,50.36,3.6927,8508,158.99
20160328_153657_1_361,21,15,4,817,842,956.32,0.015685,0.021959,12.5,44.76,5.9627,13738,34.66
20160328_153657_1_721,23,21,7,1453,1470,1663.44,0.012624,0.013827,14.1,50.0,11.6832,26918,2.86
20160328_153657_641_1,22,18,8,1436,1452,1649.17,0.010915,0.01334,12.78,54.0,11.1254,25633,164.34
20160328_153657_641_1081,32,16,11,947,957,1130.14,0.014158,0.028315,7.54,26.79,4.3711,10071,152.79
20160328_153657_641_361,23,19,5,1548,1566,1813.7,0.010476,0.012681,16.99,84.0,13.3615,30785,23.95
20160328_153657_641_721,10,10,4,658,678,805.16,0.01242,0.01242,28.3,71.51,9.0312,20808,168.85
20160328_153702_1281_1,26,31,8,1181,1230,1440.83,0.021515,0.018045,11.84,51.99,6.9657,16049,27.54
20160328_153702_1281_1081,16,35,2,1614,1678,1949.31,0.017955,0.008208,20.93,86.28,12.9397,29813,167.22
20160328_153702_1281_361,32,45,6,1443,1528,1801.38,0.024981,0.017764,14.4,68.71,7.628,17575,142.73
20160328_153702_1281_721,8,10,3,264,278,320.25,0.031226,0.024981,7.25,25.18,0.8325,1918,170.88
20160328_153702_1921_1,14,9,4,602,615,709.03,0.012693,0.019745,11.88,39.18,3.8841,8949,103.43
20160328_153702_1921_1081,6,4,4,230,230,260.24,0.015371,0.023056,8.09,23.97,1.2214,2814,106.83
20160328_153702_1921_361,24,27,9,1663,1712,2003.61,0.013476,0.011978,11.14,54.36,10.0981,23266,173.74
20160328_153702_1921_721,3,3,2,404,408,463.5,0.006472,0.006472,6.66,21.58,1.8963,4369,103.43
20160328_153702_1_1,22,36,6,1226,1319,1530.66,0.023519,0.014373,10.66,43.18,5.4232,12495,49.24
20160328_153702_1_1081,17,25,1,938,984,1105.78,0.022609,0.015374,13.27,54.0,6.2201,14331,67.22
20160328_153702_1_361,29,21,10,1065,1082,1222.83,0.017173,0.023715,8.95,37.56,4.9831,11481,162.15
20160328_153702_1_721,12,10,2,494,500,567.93,0.017608,0.021129,7.37,23.97,2.3121,5327,86.53
20160328_153702_641_1,31,42,8,1214,1309,1514.45,0.027733,0.020469,12.82,62.39,6.7192,15481,138.2
