image,endpoint_count,branch_point_count,connected_components,graph_nodes,graph_edges,skeleton_length_pixels,branch_density,endpoint_density,average_width_pixels,maximum_width_pixels,crack_coverage_percent,crack_area_pixels,dominant_orientation_degrees,normalized_coverage,normalized_skeleton_length,normalized_max_width,normalized_branch_density,CSI,severity
20160222_164920_641_1,5,3,2,382,396,455.23,0.00659,0.010983,3.5,10.39,0.8455,1948,88.87,0.005029788447944282,0.2244786213124046,0.0,0.39390905422974043,15.59,Low
20160222_164920_641_361,9,4,3,339,341,383.66,0.010426,0.023458,11.09,36.0,2.0543,4733,98.31,0.08081674109207067,0.16947713234517148,0.2222222222222222,0.6232011835203753,27.39,Low
20160222_164920_641_721,2,0,2,100,98,114.98,0.0,0.017394,9.48,26.0,0.7747,1785,85.93,0.0005909100171003482,0.0,0.1111111111111111,0.0,2.79,Low
20160222_164936_641_1,5,1,2,317,317,356.35,0.002806,0.014031,5.97,22.0,1.099,2532,107.68,0.020923230287194807,0.14848941872640473,0.06666666666666667,0.16772516026838413,10.1,Low
20160222_164936_641_1081,2,0,2,198,196,238.25,0.0,0.008395,6.54,17.19,1.033,2380,59.27,0.01678529276691656,0.05772966118790768,0.013222222222222236,0.0,2.19,Low
20160222_164936_641_361,3,1,1,373,374,444.83,0.002248,0.006744,8.28,21.58,2.622,6041,100.64,0.11640927336876702,0.2164862294546538,0.06199999999999998,0.13437140423497063,13.23,Low
20160222_164936_641_721,1,0,1,359,358,399.84,0.0,0.002501,8.73,24.0,2.286,5267,75.0,0.0953434096291687,0.18191144967771067,0.08888888888888889,0.0,9.15,Low
20160222_165012_1281_1,3,0,2,210,208,242.38,0.0,0.012377,4.95,12.0,0.7756,1787,94.05,0.000647336437831409,0.060903562954495255,0.0,0.0,1.54,Low
20160222_165012_641_1,2,1,1,174,175,208.55,0.004795,0.00959,5.25,12.79,0.6684,1540,118.37,0.0,0.034905234440292435,0.0,0.28661516161329365,8.04,Low
20160222_165012_641_361,4,0,2,252,250,281.07,0.0,0.014232,5.87,15.18,1.0955,2524,95.42,0.020703794206573988,0.0906367976637624,0.0,0.0,2.78,Low
20160222_165012_641_721,2,1,1,291,290,331.01,0.003021,0.006042,4.12,12.0,0.8377,1930,99.02,0.004540759468275033,0.12901564856530806,0.0,0.18057651787982484,7.85,Low
20160222_165031_641_1,9,7,1,440,448,525.04,0.013332,0.017141,5.82,19.6,1.7244,3973,79.41,0.060133323092982895,0.27812755165755676,0.040000000000000015,0.7969037194219877,29.38,Moderate
20160222_165031_641_1081,6,4,1,395,399,453.68,0.008817,0.013225,17.78,57.18,5.5451,12776,77.53,0.29967601830096907,0.2232874475259129,0.45755555555555555,0.5270252095817332,37.69,Moderate
20160222_165031_641_361,7,6,1,408,417,478.72,0.012533,0.014622,8.88,29.59,2.4136,5561,94.78,0.1033434221683733,0.24253066792188213,0.151,0.7491444881124942,31.15,Moderate
20160222_165031_641_721,2,2,1,446,447,519.49,0.00385,0.00385,12.84,42.39,4.1345,9526,97.43,0.2112370082084768,0.27386238100269944,0.2932222222222222,0.2301289618792869,25.21,Low
20160222_165037_1281_721,5,4,1,695,701,782.6,0.005111,0.006389,9.78,38.38,4.464,10285,8.02,0.23189534779835078,0.4760622100116237,0.2486666666666667,0.30550366861429484,31.55,Moderate
20160222_165037_1921_361,4,1,2,403,403,449.39,0.002225,0.008901,5.65,16.39,1.5347,3536,174.3,0.04823988752333467,0.21999058588459067,0.00433333333333334,0.13299660783932812,10.14,Low
20160222_165037_1921_721,2,1,1,242,241,278.28,0.003594,0.007187,5.74,16.8,0.9622,2217,155.76,0.012346414336072633,0.08849268484807732,0.008888888888888898,0.2148268802582226,8.11,Low
20160222_165037_1_361,4,5,1,737,744,816.9,0.006121,0.004897,17.45,81.89,6.895,15886,179.52,0.3843093797952661,0.5024217331578594,0.7321111111111112,0.3658751625099,49.62,High
20160222_165037_1_721,1,1,3,305,302,327.27,0.003056,0.003056,18.61,61.51,2.0143,4641,177.57,0.07830890017068992,0.12614146149338612,0.5056666666666666,0.18266859935145474,22.32,Low
20160222_165037_641_361,8,11,2,729,738,860.19,0.012788,0.0093,10.72,36.36,5.1089,11771,173.65,0.272328013053312,0.5356900642657472,0.2262222222222222,0.7643867959772261,44.97,Moderate
20160222_165037_641_721,5,3,2,285,286,334.46,0.00897,0.014949,7.96,28.0,1.4349,3306,2.97,0.041982824424489695,0.13166697086427345,0.13333333333333333,0.5361705943005723,21.08,Low
20160222_165218_1281_721,8,3,4,872,872,1007.86,0.002977,0.007938,9.21,31.96,5.6233,12956,9.63,0.3045788473022685,0.6491743436536376,0.17733333333333334,0.17794647260120441,32.73,Moderate
20160222_165218_1921_1081,2,0,2,163,161,203.66,0.0,0.00982,9.25,23.99,1.217,2804,38.73,0.02832136100526804,0.031147273268715366,0.08877777777777776,0.0,3.71,Low
20160222_165218_1921_721,9,7,3,1192,1207,1414.94,0.004947,0.006361,7.68,31.96,6.2964,14507,9.15,0.34677954040680314,0.9620150049472139,0.17733333333333334,0.2957007725758006,44.55,Moderate
20160222_165218_1_361,4,2,1,529,530,587.58,0.003404,0.006808,4.47,15.98,1.5161,3493,168.41,0.04707374149489262,0.3261894926944544,0.0,0.20346986655508897,14.42,Low
20160222_165218_641_1,4,0,2,348,346,385.35,0.0,0.01038,4.07,10.79,0.9748,2246,78.15,0.013136384226307567,0.17077589602205598,0.0,0.0,4.6,Low
20160222_165218_641_361,6,2,3,373,373,419.39,0.004769,0.014306,5.66,15.98,1.4857,3423,92.76,0.04516778239464325,0.19693560937184798,0.0,0.2850610439486543,13.18,Low
20160222_165218_641_721,1,1,1,723,725,844.71,0.001184,0.001184,6.39,20.0,3.2582,7507,155.55,0.15629648322332793,0.5237936963851719,0.044444444444444446,0.07077212749742225,19.88,Low
20160222_165256_1281_1,2,0,3,189,186,208.37,0.0,0.009598,6.08,18.78,0.6359,1465,91.66,0.0,0.03476690458121597,0.030888888888888903,0.0,1.64,Low
20160222_165256_1281_361,6,1,3,347,345,391.81,0.002552,0.015314,5.89,16.8,1.5234,3510,78.66,0.04753142246304462,0.17574040096446655,0.008888888888888898,0.15254262615998446,9.62,Low
20160222_165256_1281_721,7,6,1,653,665,787.19,0.007622,0.008892,6.35,18.0,3.1328,7218,28.02,0.14843440193479926,0.4795896214180733,0.022222222222222223,0.45559557076465573,27.65,Low
20160222_165256_1921_1081,3,0,2,356,354,406.19,0.0,0.007386,6.7,23.18,1.8464,4254,2.09,0.06778223790319421,0.18679141970624122,0.07977777777777778,0.0,8.36,Low
20160222_165256_641_1,2,0,4,234,230,262.72,0.0,0.007613,5.87,15.18,0.8681,2000,89.58,0.006446718568524404,0.07653483703013482,0.0,0.0,2.07,Low
20160222_165256_641_721,5,1,2,578,577,683.45,0.001463,0.007316,6.42,19.18,2.855,6578,155.33,0.13101744673580992,0.39986551263700915,0.03533333333333333,0.08744900551412901,16.34,Low
20160222_165625_1281_361,10,3,6,538,537,589.61,0.005088,0.016961,3.75,13.18,1.2062,2779,176.32,0.027644243956495226,0.32774954610515,0.0,0.30412887221865237,16.49,Low
20160222_165625_1921_361,4,2,4,799,797,874.87,0.002286,0.004572,4.42,16.0,2.1814,5026,173.49,0.08878540561975802,0.5469716327726493,0.0,0.13664280697559733,19.31,Low
20160222_165625_1921_721,2,2,1,258,261,290.82,0.006877,0.006877,6.94,22.0,1.1254,2593,178.09,0.022578405295306105,0.09812966503040377,0.06666666666666667,0.4110641222971054,14.96,Low
20160222_165625_1_721,6,4,2,614,618,677.65,0.005903,0.008854,4.31,13.18,1.7057,3930,7.08,0.0589609074622374,0.39540821717787883,0.0,0.35284448362946247,20.18,Low
20160222_165625_641_361,5,0,4,310,306,337.89,0.0,0.014798,3.7,11.2,0.635,1463,179.07,0.0,0.13430292317889703,0.0,0.0,3.36,Low
20160222_165625_641_721,5,3,3,443,443,486.49,0.006167,0.010278,5.24,17.19,1.2834,2957,173.82,0.03248437693476009,0.24850190683868248,0.013222222222222236,0.368624755301185,16.57,Low
20160222_165715_1281_361,14,8,5,612,618,696.7,0.011483,0.020095,4.72,19.58,1.6328,3762,177.61,0.05439036738302098,0.41004812726347045,0.03977777777777776,0.6863820439635977,29.76,Moderate
20160222_165715_1921_361,10,5,4,541,543,634.54,0.00788,0.015759,3.87,15.59,1.2865,2964,166.33,0.0326787346061671,0.36227821592906756,0.0,0.4710171998983846,21.65,Low
20160222_165715_1921_721,4,2,3,217,217,245.99,0.00813,0.01626,3.84,14.0,0.4878,1124,9.45,0.0,0.0636778451281953,0.0,0.48596063898145514,13.74,Low
20160222_165715_1_721,14,8,5,680,687,780.2,0.010254,0.017944,8.43,30.76,2.7899,6428,173.94,0.12693593563626274,0.4742178118906043,0.164,0.6129200974312227,34.45,Moderate
20160222_165715_641_721,6,4,1,689,693,805.25,0.004967,0.007451,7.38,30.8,2.6836,6183,0.88,0.1202713483876934,0.49346871727874436,0.16444444444444445,0.2968962477024462,26.88,Low
20160222_165909_1281_1081,3,1,1,368,371,439.35,0.002276,0.006828,6.1,19.99,1.5686,3614,62.36,0.050365282704204865,0.2122748537449928,0.044333333333333315,0.1360450694122745,11.08,Low
20160222_165909_1281_361,3,2,1,648,650,714.62,0.002799,0.004198,4.31,12.0,1.9527,4499,8.04,0.07444682515176357,0.4238196332337487,0.0,0.16730674397405818,16.64,Low
20160222_165909_1281_721,1,1,1,181,181,219.94,0.004547,0.004547,5.43,16.0,0.7422,1710,50.97,0.0,0.04365844052296373,0.0,0.2717912700428876,7.89,Low
20160222_165909_1921_361,9,4,3,729,733,799.69,0.005002,0.011254,3.92,10.79,1.8442,4249,176.85,0.06764430665251826,0.48919586163171613,0.0,0.29898832917407614,21.4,Low
20160222_165909_1_1,1,0,1,437,436,540.38,0.0,0.001851,6.48,20.38,2.365,5449,50.52,0.1002963954488957,0.2899163296477392,0.04866666666666666,0.0,10.97,Low
20160222_165909_1_361,1,1,1,139,139,166.34,0.006012,0.006012,5.66,16.0,0.5456,1257,34.41,0.0,0.0024668824868634733,0.0,0.35935982306968123,9.05,Low
20160222_165909_641_361,6,6,1,977,986,1176.95,0.005098,0.005098,5.27,16.8,3.8316,8828,177.56,0.19224638283132103,0.7791198762716263,0.008888888888888898,0.3047266097819752,32.12,Moderate
20160222_165909_641_721,4,1,2,323,323,395.49,0.002529,0.010114,4.92,14.0,1.2804,2950,34.8,0.03229628886565653,0.178568478083363,0.0,0.15116782976434195,9.05,Low
20160222_165919_1281_1,5,5,1,596,602,689.81,0.007248,0.007248,8.47,34.36,2.9753,6855,81.91,0.13855977830686253,0.4047531676577105,0.204,0.43324018589638214,29.51,Moderate
20160222_165919_1281_361,3,2,2,557,557,634.04,0.003154,0.004732,7.19,22.0,2.6254,6049,55.33,0.11662243984708438,0.36189396632052184,0.06666666666666667,0.1885264274720184,18.34,Low
20160222_165919_1281_721,2,0,2,354,352,402.95,0.0,0.004963,4.64,17.18,1.1328,2610,18.67,0.02304235586576155,0.184301482242865,0.013111111111111108,0.0,5.51,Low
20160222_165919_1921_721,3,0,2,291,289,318.41,0.0,0.009422,3.84,10.0,0.6923,1595,21.34,0.0,0.11933255842995615,0.0,0.0,2.98,Low
20160222_165919_1_361,4,2,2,526,527,573.81,0.003485,0.006971,4.99,18.79,1.5473,3565,176.03,0.049029857413569605,0.31560725847510546,0.03099999999999999,0.20831154081800382,15.1,Low
20160222_165919_1_721,4,0,5,313,308,347.35,0.0,0.011516,4.22,14.39,0.7791,1795,26.25,0.0008667725184522287,0.14157292577258193,0.0,0.0,3.56,Low
20160222_165919_641_361,12,8,3,875,881,1013.13,0.007896,0.011844,5.08,17.18,2.9262,6742,172.91,0.13548140357586766,0.6532243345277093,0.013111111111111108,0.4719735799997011,31.84,Moderate
20160222_165919_641_721,6,2,3,535,535,624.47,0.003203,0.009608,4.74,21.19,1.4757,3400,157.14,0.04454082216429806,0.35453942881295697,0.05766666666666668,0.19145534153230023,16.21,Low
20160222_165937_1281_361,4,0,2,629,627,687.06,0.0,0.005822,4.16,13.18,1.6003,3687,0.6,0.052352746634399115,0.4026397948107091,0.0,0.0,11.37,Low
20160222_165937_1281_721,2,3,1,768,774,869.27,0.003451,0.002301,9.59,31.96,5.1467,11858,4.37,0.2746979227240168,0.5426680371569372,0.17733333333333334,0.20627923310270624,30.02,Moderate
20160222_165937_1921_721,5,4,1,722,725,813.23,0.004919,0.006148,8.03,30.37,4.3563,10037,166.64,0.22514298611753308,0.49960134103113396,0.15966666666666668,0.29402710739849663,29.46,Moderate
20160222_165937_1_1081,8,6,1,782,793,914.78,0.006559,0.008745,19.29,62.0,7.1784,16539,172.38,0.40207743272324875,0.5776424365267679,0.5111111111111111,0.39205606778343965,47.07,High
20160222_165937_1_361,4,1,2,628,628,696.35,0.001436,0.005744,4.91,12.39,2.1428,4937,5.84,0.08636533913062558,0.4097791525374885,0.0,0.08583511409315739,14.55,Low
20160222_165937_1_721,1,2,2,350,351,387.45,0.005162,0.002581,10.1,30.36,1.951,4495,164.29,0.07434024191260488,0.17238974437794793,0.15955555555555556,0.30855213018724126,17.87,Low
20160222_165937_641_361,9,2,3,907,906,986.77,0.002027,0.009121,4.22,19.18,2.1684,4996,3.12,0.08797035732030928,0.6329666951651794,0.03533333333333333,0.12116140408553625,21.94,Low
20160222_165937_641_721,2,1,1,675,675,754.11,0.001326,0.002652,7.15,23.99,3.513,8094,167.46,0.1722714298925233,0.454167667316689,0.08877777777777776,0.07926000089660633,19.86,Low
20160222_165947_1281_721,4,0,2,621,619,684.86,0.0,0.005841,8.41,28.78,3.7674,8680,177.21,0.1882212981525049,0.400949096533108,0.14200000000000002,0.0,18.28,Low
20160222_165947_1921_721,3,1,1,577,578,626.46,0.001596,0.004789,8.33,34.0,2.9418,6778,3.82,0.13645946153520616,0.35606874225496893,0.2,0.09539891510632256,19.7,Low
20160222_165947_1_721,5,1,2,514,512,556.74,0.001796,0.008981,7.7,23.18,2.8394,6542,176.83,0.13003938877647142,0.30248897683935494,0.07977777777777778,0.10735366637277903,15.49,Low
20160222_165947_641_1,5,3,1,376,380,428.05,0.007009,0.011681,4.47,12.79,1.1285,2600,87.5,0.022772762966713118,0.20359081259185974,0.0,0.41895425813296666,16.13,Low
20160222_165947_641_361,8,2,3,289,288,329.01,0.006079,0.024316,6.03,20.38,1.0903,2512,108.77,0.020377774886794497,0.1274786501311252,0.04866666666666666,0.36336466474394413,14.0,Low
20160222_165947_641_721,5,5,2,728,732,799.52,0.006254,0.006254,10.7,37.15,4.9492,11403,2.39,0.2623154581746993,0.4890652167648105,0.235,0.37382507210209354,34.01,Moderate
20160225_114503_1281_1,13,5,4,338,341,389.88,0.012825,0.033344,5.04,20.0,1.0091,2325,11.15,0.015286857816391572,0.1742571974754801,0.044444444444444446,0.7665984249615205,25.01,Low
20160225_114503_1281_361,11,9,2,903,911,1037.34,0.008676,0.010604,18.09,60.0,11.1194,25619,163.77,0.6491624595022876,0.6718297005734927,0.4888888888888889,0.5185971099388813,58.21,High
20160225_114503_1281_721,6,2,3,410,408,484.22,0.00413,0.012391,11.04,41.54,2.7565,6351,138.21,0.12484188846690981,0.24675741361588496,0.2837777777777778,0.24686561365232593,22.56,Low
20160225_114503_1921_1,4,2,1,535,536,631.68,0.003166,0.006332,17.94,52.33,7.3168,16858,142.36,0.41075456231122615,0.3600803081681861,0.4036666666666667,0.1892437125480058,34.09,Moderate
20160225_114503_1921_361,4,4,1,458,460,526.27,0.007601,0.007601,23.52,68.0,7.194,16575,151.77,0.4030554906825872,0.27907280569457926,0.5777777777777777,0.45434032188167783,42.86,Moderate
20160225_114503_1_1081,3,0,2,213,211,249.94,0.0,0.012003,4.72,14.0,0.7352,1694,128.62,0.0,0.06671341703570641,0.0,0.0,1.67,Low
20160225_114503_1_361,24,16,7,814,842,963.36,0.016608,0.024913,4.42,21.19,1.9813,4565,163.83,0.0762399314105508,0.6149761284930693,0.05766666666666668,0.9927225451665446,43.54,Moderate
20160225_114503_1_721,12,11,2,791,799,907.52,0.012121,0.013223,11.1,41.15,4.398,10133,168.02,0.2277574102780725,0.5720631322106842,0.27944444444444444,0.7245177005035938,45.09,Moderate
20160225_114503_641_1,2,0,1,280,279,313.79,0.0,0.006374,7.59,22.0,1.6545,3812,171.65,0.05575087108287004,0.11578209204699377,0.06666666666666667,0.0,5.95,Low
20160225_114503_641_1081,8,6,3,917,919,1066.46,0.005626,0.007501,7.85,36.0,4.3043,9917,164.9,0.22188279291973806,0.6942083977751949,0.2222222222222222,0.33628715312542024,36.87,Moderate
20160225_114503_641_361,20,17,3,1110,1132,1320.47,0.012874,0.015146,13.89,49.54,7.1011,16361,31.26,0.3972310301426804,0.8894148839085874,0.37266666666666665,0.7695273390218024,60.72,High
20160225_114503_641_721,7,4,3,699,702,813.84,0.004915,0.008601,8.48,34.76,3.6541,8419,11.36,0.18111783874269394,0.5000701255535597,0.20844444444444443,0.29378801237316754,29.59,Moderate
20160302_155848_1281_361,1,1,1,423,422,483.3,0.002069,0.002069,26.52,65.97,8.2652,19043,159.12,0.47021547055716384,0.24605039433616083,0.5552222222222222,0.1236719018514921,34.88,Moderate
20160302_155848_1281_721,0,0,1,368,367,412.56,0.0,0.0,20.21,49.54,5.4822,12631,162.63,0.29573243845209785,0.1916867597191136,0.37266666666666665,0.0,21.5,Low
20160302_155848_1921_1,4,0,2,307,305,374.59,0.0,0.010678,10.77,33.6,2.7943,6438,129.18,0.1272117981376146,0.16250684444615224,0.19555555555555557,0.0,12.13,Low
20160302_155848_1921_361,5,4,1,737,741,848.28,0.004715,0.005894,29.3,91.93,15.9314,36706,161.22,0.9508557223443923,0.5265372385901883,0.8436666666666668,0.28183326110671103,65.07,High
20160302_155848_1_721,2,0,1,654,653,726.73,0.0,0.002752,18.77,65.91,10.1406,23364,13.58,0.5877955921561004,0.43312615875272586,0.5545555555555555,0.0,39.39,Moderate
20160302_155848_641_721,2,1,1,699,699,774.39,0.001291,0.002583,15.67,44.76,8.783,20236,169.2,0.5026794712844376,0.4697528314393031,0.31955555555555554,0.07716791942497646,34.23,Moderate
20160302_155914_1081_641,4,1,2,217,216,255.35,0.003916,0.015665,3.45,8.4,0.5061,1166,68.21,0.0,0.070870997800171,0.0,0.23407402979721753,7.62,Low
20160302_155914_361_1281,3,2,1,682,684,766.01,0.002611,0.003916,18.09,60.0,8.9818,20694,94.01,0.5151434406637001,0.46331280800007696,0.4888888888888889,0.15606927778358912,40.59,Moderate
20160302_155914_361_1921,2,1,1,655,655,714.65,0.001399,0.002799,16.27,52.0,8.3863,19322,93.17,0.4778079589466441,0.42384268821026144,0.4,0.08362348510886294,34.63,Moderate
20160302_155914_361_641,2,0,2,213,211,241.65,0.0,0.008276,8.63,23.99,1.1693,2694,51.78,0.025330760706521484,0.060342558526018525,0.08877777777777776,0.0,4.36,Low
20160302_155914_721_641,4,2,2,533,535,643.94,0.003106,0.006212,17.15,68.79,5.1649,11900,131.6,0.27583899034324505,0.36950210856972704,0.5865555555555556,0.18565728716806884,35.44,Moderate
20160303_091825_1281_361,8,9,1,797,809,915.04,0.009836,0.008743,11.96,39.54,6.9609,16038,17.07,0.38844104771324084,0.5778422463232117,0.26155555555555554,0.5879346672843287,45.39,Moderate
20160303_091825_1921_361,3,0,2,121,119,128.11,0.0,0.023417,18.49,57.18,1.0564,2434,3.1,0.018252379705924308,0.0,0.45755555555555555,0.0,11.9,Low
20160303_091825_1921_721,7,4,2,601,600,667.52,0.005992,0.010487,14.66,49.58,6.6016,15210,5.67,0.36591436663693827,0.38762332010874273,0.3731111111111111,0.3581643479430356,37.12,Moderate
20160303_091825_1_1,2,0,1,140,139,151.01,0.0,0.013244,11.4,38.0,0.9314,2146,10.68,0.01041537682660945,0.0,0.24444444444444444,0.0,6.37,Low
20160303_091825_641_1,10,11,4,713,727,858.31,0.012816,0.011651,9.65,33.17,4.8294,11127,39.71,0.2548044746151639,0.5342452857376152,0.1907777777777778,0.76606046115453,43.65,Moderate
20160303_091825_641_1081,8,4,3,361,366,426.48,0.009379,0.018758,6.65,20.0,1.6228,3739,70.56,0.05376340715267579,0.2023842688210262,0.044444444444444446,0.5606180606404758,21.53,Low
20160303_091825_641_361,4,8,1,663,677,776.41,0.010304,0.005152,11.63,36.36,5.0816,11708,81.7,0.2706164116244696,0.4713051998578277,0.2262222222222222,0.6159087852478369,39.6,Moderate
20160303_091825_641_721,7,4,2,400,403,453.95,0.008812,0.01542,6.64,17.18,2.0369,4693,94.73,0.07972583029127005,0.22349494231452754,0.013111111111111108,0.5267263408000717,21.08,Low
20160303_091830_1_1921,7,6,1,797,801,904.14,0.006636,0.007742,18.27,57.18,10.2192,23545,130.06,0.5927234995666137,0.5694656048569152,0.45755555555555555,0.3966586470210254,50.41,High
20160303_091830_361_1281,12,12,4,628,642,735.61,0.016313,0.016313,8.8,31.58,3.0872,7113,120.05,0.1455754632844252,0.4399504318004977,0.1731111111111111,0.9750892870485213,43.34,Moderate
20160303_091830_361_1921,18,6,7,947,947,1074.16,0.005586,0.016757,11.49,46.0,5.7439,13234,68.21,0.31213998768023143,0.7001258417467989,0.3333333333333333,0.33389620287212896,41.99,Moderate
20160303_091830_721_1,10,4,3,643,645,707.96,0.00565,0.014125,11.42,39.59,5.2582,12115,91.86,0.28168852929236565,0.4187014284479199,0.26211111111111113,0.337721723277395,32.51,Moderate
20160303_091830_721_1281,6,3,2,135,136,149.67,0.020044,0.040088,9.59,24.38,0.753,1735,114.72,0.0,0.0,0.0931111111111111,1.0,27.33,Low
20160303_091830_721_641,21,11,8,733,742,852.18,0.012908,0.024643,10.1,39.97,3.9596,9123,92.12,0.20027147377973945,0.5295343855368448,0.2663333333333333,0.7715596467371,44.19,Moderate
20160303_091837_361_1,7,3,3,538,540,605.03,0.004958,0.01157,10.16,30.0,3.6558,8423,79.48,0.18122442198185262,0.3395998040326997,0.15555555555555556,0.29635828389545565,24.32,Low
20160303_091837_361_1281,18,10,8,501,507,569.55,0.017558,0.031604,6.73,23.58,1.7604,4056,82.13,0.062390379922225576,0.312333451810296,0.0842222222222222,1.0,36.47,Moderate
20160303_091837_361_641,17,17,2,1002,1025,1182.4,0.014378,0.014378,11.9,46.39,7.8112,17997,97.59,0.4417514760994923,0.7833081970047745,0.33766666666666667,0.859427068545555,60.55,High
20160303_091837_721_1,13,13,3,828,874,1009.45,0.012878,0.012878,8.81,37.99,3.9028,8992,112.47,0.19671033967137877,0.6503962574088129,0.24433333333333335,0.7697664340471315,46.53,Moderate
20160303_091837_721_1281,16,9,6,614,622,692.83,0.01299,0.023094,8.24,27.57,2.9249,6739,87.11,0.1353998987459228,0.40707403529332664,0.12855555555555556,0.7764610947563472,36.19,Moderate
20160303_091837_721_1921,21,14,4,950,969,1109.83,0.012615,0.018922,7.74,23.18,5.1957,11971,73.31,0.2777700278527082,0.7275382088204498,0.07977777777777778,0.7540459361317413,45.98,Moderate
